Geneid	groups	description
PBANKA_1125200	5	CRAL/TRIO domain-containing protein, putative
PBANKA_1126000	5	E3 ubiquitin-protein ligase RNF5, putative
PBANKA_1129200	5	conserved Plasmodium protein, unknown function
PBANKA_1131800	5	histone-lysine N-methyltransferase, putative
PBANKA_1138500	5	3'-5' exonuclease, putative
PBANKA_1138800	5	conserved Plasmodium protein, unknown function
PBANKA_1140100	5	nucleoporin NUP205
PBANKA_1140400	5	exosome complex component RRP45, putative
PBANKA_1142500	5	signal recognition particle receptor subunit alpha, putative
PBANKA_1200081	5	PIR protein
PBANKA_1204000	5	conserved Plasmodium protein, unknown function
PBANKA_1205900	5	AP2 domain transcription factor AP2-I, putative
PBANKA_1209500	5	conserved Plasmodium protein, unknown function
PBANKA_1209700	5	protein ARV1, putative
PBANKA_1210100	5	DNA repair protein RAD23, putative
PBANKA_1211100	5	NLI interacting factor-like phosphatase
PBANKA_1212300	5	translation initiation factor eIF-2B subunit delta, putative
PBANKA_1212900	5	conserved Plasmodium protein, unknown function
PBANKA_1216600	5	cyclic amine resistance locus protein, putative
PBANKA_1216900	5	ATP-dependent RNA helicase DDX42, putative
PBANKA_1217400	5	conserved Plasmodium protein, unknown function
PBANKA_1225200	5	N-acetyltransferase, GNAT family, putative
PBANKA_1230700	5	protein phosphatase, putative
PBANKA_1231100	5	tRNA pseudouridine synthase, putative
PBANKA_1237300	5	magnesium transporter NIPA, putative
PBANKA_1238600	5	divalent metal transporter, putative
PBANKA_1239800	5	zinc finger protein, putative
PBANKA_1240900	5	conserved Plasmodium protein, unknown function
PBANKA_1242700	5	AP-1/2 complex subunit beta, putative
PBANKA_1243600	5	conserved Plasmodium protein, unknown function
PBANKA_1244051	5	tRNA Arginine
PBANKA_1244800	5	conserved Plasmodium protein, unknown function
PBANKA_1300600	5	bromodomain protein 4, putative
PBANKA_1303000	5	DEAD/DEAH box helicase, putative
PBANKA_1306100	5	GTP-binding protein YihA2, putative
PBANKA_1309600	5	conserved Plasmodium protein, unknown function
PBANKA_1315100	5	transcriptional regulatory protein sir2b
PBANKA_1317300	5	RAP protein, putative
PBANKA_1317600	5	conserved Plasmodium protein, unknown function
PBANKA_1318000	5	SNF1-related serine/threonine protein kinase KIN
PBANKA_1319200	5	AP-1 complex subunit gamma, putative
PBANKA_1319400	5	conserved Plasmodium protein, unknown function
PBANKA_1322500	5	DNA-directed RNA polymerase III subunit RPC5, putative
PBANKA_1323100	5	conserved Plasmodium protein, unknown function
PBANKA_1324200	5	conserved Plasmodium protein, unknown function
PBANKA_1325800	5	conserved Plasmodium protein, unknown function
PBANKA_1327500	5	conserved Plasmodium protein, unknown function
PBANKA_1331500	5	telomere length and silencing protein 1, putative
PBANKA_1336300	5	GTPase-activating protein, putative
PBANKA_1338800	5	conserved protein, unknown function
PBANKA_1339200	5	conserved Plasmodium protein, unknown function
PBANKA_1346750	5	small nucleolar RNA snoR18
PBANKA_1350800	5	mitochondrial intermediate peptidase, putative
PBANKA_1351000	5	1-deoxy-D-xylulose 5-phosphate synthase, putative
PBANKA_1352641	5	tRNA Proline
PBANKA_1354000	5	RNA lariat debranching enzyme, putative
PBANKA_1354351	5	tRNA Arginine
PBANKA_1354550	5	small nucleolar RNA snoR20
PBANKA_1357600	5	conserved Plasmodium protein, unknown function
PBANKA_1363300	5	conserved Plasmodium protein, unknown function
PBANKA_1364250	5	small nucleolar RNA snoR21
PBANKA_1364800	5	ABC transporter B family member 6, putative
PBANKA_1365721	5	conserved rodent malaria protein, unknown function
PBANKA_1400051	5	PIR protein
PBANKA_1400071	5	PIR protein
PBANKA_1402000	5	sodium/hydrogen exchanger, putative
PBANKA_1402100	5	conserved Plasmodium protein, unknown function
PBANKA_1405600	5	U3 small nucleolar RNA-associated protein 6, putative
PBANKA_1408000	5	H/ACA ribonucleoprotein complex subunit 1, putative
PBANKA_1410400	5	V-type proton ATPase catalytic subunit A, putative
PBANKA_1410500	5	malonyl CoA-acyl carrier protein transacylase, putative
PBANKA_1411000	5	conserved Plasmodium protein, unknown function
PBANKA_1411500	5	conserved Plasmodium protein, unknown function
PBANKA_1412300	5	ankyrin-repeat protein, putative
PBANKA_1414300	5	transcription factor MYB1, putative
PBANKA_1415500	5	U4/U6.U5 tri-snRNP-associated protein 2, putative
PBANKA_1416100	5	conserved Plasmodium protein, unknown function
PBANKA_1416700	5	glycerol-3-phosphate 1-O-acyltransferase
PBANKA_1416800	5	conserved Plasmodium protein, unknown function
PBANKA_1419900	5	cGMP-specific 3',5'-cyclic phosphodiesterase gamma, putative
PBANKA_1421261	5	tRNA Serine
PBANKA_1422200	5	cation diffusion facilitator family protein, putative
PBANKA_1422300	5	FAD-dependent monooxygenase, putative
PBANKA_1429300	5	integral membrane protein GPR180, putative
PBANKA_1429900	5	GPI ethanolamine phosphate transferase 3, putative
PBANKA_1430500	5	conserved protein, unknown function
PBANKA_1433300	5	conserved Plasmodium protein, unknown function
PBANKA_1433400	5	diphthamide biosynthesis protein 3, putative
PBANKA_1433700	5	conserved Plasmodium protein, unknown function
PBANKA_1435300	5	pre-mRNA-processing factor 17, putative
PBANKA_1435900	5	conserved Plasmodium protein, unknown function
PBANKA_1437900	5	conserved Plasmodium protein, unknown function
PBANKA_1443600	5	conserved Plasmodium protein, unknown function
PBANKA_1445200	5	WD repeat-containing protein, putative
PBANKA_1450800	5	conserved Plasmodium protein, unknown function
PBANKA_1450900	5	conserved protein, unknown function
PBANKA_1452100	5	conserved Plasmodium protein, unknown function
PBANKA_1454300	5	vacuolar protein sorting-associated protein 16, putative
PBANKA_1454900	5	conserved Plasmodium protein, unknown function
PBANKA_1457000	5	ubiquitin-conjugating enzyme E2, putative
PBANKA_1457300	5	glucose inhibited division protein a homologue, putative
PBANKA_1462500	5	leucine-rich repeat protein
PBANKA_1462600	5	conserved Plasmodium protein, unknown function
PBANKA_1464100	5	coronin
PBANKA_1464841	5	tRNA Valine
PBANKA_1465300	5	PIR protein, pseudogene
PBANKA_1466141	5	fam-a protein
PBANKA_API00270	5	probable protein, unknown function
PBANKA_API00320	5	probable protein, unknown function
PBANKA_API00330	5	apicoplast ribosomal protein S5
PBANKA_API00340	5	apicoplast ribosomal protein L6
PBANKA_API00370	5	apicoplast ribosomal protein S17
PBANKA_API00390	5	ribosomal protein S3, putative
PBANKA_API00430	5	50S ribosomal protein L4, putative
PBANKA_0106000	6	G-protein associated signal transduction protein, putative
PBANKA_0106800	6	conserved Plasmodium protein, unknown function
PBANKA_0107000	6	conserved Plasmodium protein, unknown function
PBANKA_0110000	6	60S ribosomal protein L39, putative
PBANKA_0111500	6	conserved Plasmodium protein, unknown function
PBANKA_0111800	6	AP-3 complex subunit beta, putative
PBANKA_0112000	6	syntaxin-binding protein, putative
PBANKA_0112400	6	cytosolic Fe-S cluster assembly factor NAR1, putative
PBANKA_0201700	6	conserved Plasmodium protein, unknown function
PBANKA_0202000	6	eukaryotic translation initiation factor 4E, putative
PBANKA_0202200	6	conserved Plasmodium protein, unknown function
PBANKA_0203650	6	conserved protein, unknown function
PBANKA_0203750	6	phosphatidate cytidylyltransferase, putative
PBANKA_0204900	6	DnaJ domain-containing protein, putative
PBANKA_0205500	6	conserved Plasmodium protein, unknown function
PBANKA_0207900	6	conserved Plasmodium protein, unknown function
PBANKA_0209800	6	conserved protein, unknown function
PBANKA_0209900	6	nucleoside transporter 4, putative
PBANKA_0210300	6	seipin domain-containing protein, putative
PBANKA_0302300	6	aspartate aminotransferase, putative
PBANKA_0304200	6	DNA-directed RNA polymerase III subunit RPC10, putative
PBANKA_0304300	6	adenylosuccinate lyase, putative
PBANKA_0305300	6	KRR1 small subunit processome component, putative
PBANKA_0305700	6	ribosome-recycling factor, putative
PBANKA_0305800	6	SHS2 domain-containing protein, putative
PBANKA_0308500	6	tyrosine kinase-like protein, putative
PBANKA_0310400	6	tetratricopeptide repeat protein, putative
PBANKA_0311100	6	ribosomal protein L13, mitochondrial, putative
PBANKA_0311200	6	conserved protein, unknown function
PBANKA_0312900	6	Alba domain-containing protein, putative
PBANKA_0313100	6	vacuolar protein sorting-associated protein 45, putative
PBANKA_0314000	6	AP-2 complex subunit sigma, putative
PBANKA_0314900	6	SUZ domain-containing protein, putative
PBANKA_0315000	6	rRNA methyltransferase, putative
PBANKA_0315400	6	pre-mRNA-processing protein 45, putative
PBANKA_0315410	6	ribonuclease P
PBANKA_0315700	6	conserved Plasmodium protein, unknown function
PBANKA_0403100	6	1-cys-glutaredoxin-like protein-1, putative
PBANKA_0403400	6	conserved protein, unknown function
PBANKA_0405310	6	small nucleolar RNA snoR03
PBANKA_0408600	6	eukaryotic translation initiation factor 3 subunit K, putative
PBANKA_0413200	6	conserved Plasmodium protein, unknown function
PBANKA_0413600	6	zinc finger protein, putative
PBANKA_0414800	6	arginase
PBANKA_0417500	6	60S ribosomal protein L32, putative
PBANKA_0505500	6	apicoplast integral membrane protein, putative
PBANKA_0505800	6	deoxyribose-phosphate aldolase, putative
PBANKA_0508700	6	conserved Plasmodium protein, unknown function
PBANKA_0509100	6	conserved Plasmodium protein, unknown function
PBANKA_0509400	6	ATP synthase mitochondrial F1 complex assembly factor 2, putative
PBANKA_0509500	6	conserved protein, unknown function
PBANKA_0510400	6	conserved protein, unknown function
PBANKA_0511600	6	conserved Plasmodium protein, unknown function
PBANKA_0512300	6	RING zinc finger protein, putative
PBANKA_0512400	6	rRNA-processing protein EBP2, putative
PBANKA_0513200	6	WD repeat-containing protein, putative
PBANKA_0513300	6	conserved protein, unknown function
PBANKA_0515800	6	ribosome maturation factor RimM, putative
PBANKA_0522800	6	40S ribosomal protein S19, putative
PBANKA_0523000	6	conserved Plasmodium protein, unknown function
PBANKA_0600700	6	conserved Plasmodium protein, unknown function
PBANKA_0601500	6	trimethylguanosine synthase, putative
PBANKA_0601700	6	conserved Plasmodium protein, unknown function
PBANKA_0601800	6	DNA/RNA-binding protein, putative
PBANKA_0604000	6	conserved Plasmodium protein, unknown function
PBANKA_0608000	6	porphobilinogen deaminase
PBANKA_0612500	6	mediator of RNA polymerase II transcription subunit 8, putative
PBANKA_0613900	6	PDCD2 domain-containing protein, putative
PBANKA_0615100	6	queuine tRNA-ribosyltransferase, putative
PBANKA_0616600	6	ATP synthase F0 subunit a-like protein, putative
PBANKA_0616800	6	actin-related protein, putative
PBANKA_0617200	6	40S ribosomal protein S10, putative
PBANKA_0617600	6	pre-rRNA-processing protein ESF2, putative
PBANKA_0617700	6	conserved protein, unknown function
PBANKA_0619400	6	V-type ATPase V0 subunit e, putative
PBANKA_0619800	6	zinc finger protein, putative
PBANKA_0619900	6	Obg-like ATPase 1, putative
PBANKA_0620700	6	conserved Plasmodium protein, unknown function
PBANKA_0621700	6	type 2A phosphatase-associated protein 42, putative
PBANKA_0622700	6	mago nashi protein homologue, putative
PBANKA_0702600	6	conserved Plasmodium protein, unknown function
PBANKA_0703400	6	conserved Plasmodium protein, unknown function
PBANKA_0709700	6	protein kinase 1
PBANKA_0709800	6	conserved Plasmodium protein, unknown function
PBANKA_0709900	6	conserved Plasmodium protein, unknown function
PBANKA_0710000	6	conserved Plasmodium protein, unknown function
PBANKA_0710300	6	protein transport protein YIF1, putative
PBANKA_0710700	6	RNA-binding protein, putative
PBANKA_0710900	6	U6 snRNA-associated Sm-like protein LSm3, putative
PBANKA_0711100	6	conserved Plasmodium protein, unknown function
PBANKA_0712000	6	U3 small nucleolar ribonucleoprotein protein IMP4, putative
PBANKA_0712700	6	zinc finger protein, putative
PBANKA_0713100	6	rhoptry neck protein 5
PBANKA_0713700	6	tRNA modification GTPase, putative
PBANKA_0714700	6	phosphopantothenoylcysteine decarboxylase, putative
PBANKA_0714800	6	ribosome assembly protein RRB1, putative
PBANKA_0715100	6	ubiquitin, putative
PBANKA_0717700	6	conserved Plasmodium protein, unknown function
PBANKA_0718900	6	conserved Plasmodium protein, unknown function
PBANKA_0719600	6	memo-like protein
PBANKA_0805300	6	conserved Plasmodium protein, unknown function
PBANKA_0808420	6	tubulin-specific chaperone, putative
PBANKA_0809200	6	ribosomal protein L35, apicoplast, putative
PBANKA_0814200	6	elongation factor 1-beta, putative
PBANKA_0817600	6	methyltransferase, putative
PBANKA_0820400	6	major facilitator superfamily domain-containing protein, putative
PBANKA_0820600	6	pyridoxal phosphate homeostasis protein, putative
PBANKA_0821000	6	chaperone, putative
PBANKA_0825000	6	conserved Plasmodium protein, unknown function
PBANKA_0825600	6	splicing factor 3A subunit 3, putative
PBANKA_0826100	6	proline--tRNA ligase, putative
PBANKA_0829100	6	conserved Plasmodium protein, unknown function
PBANKA_0831700	6	NifU-like protein, putative
PBANKA_0832400	6	conserved protein, unknown function
PBANKA_0833400	6	apicoplast ribosomal protein S6, putative
PBANKA_0834500	6	conserved Plasmodium protein, unknown function
PBANKA_0834800	6	histidine--tRNA ligase, putative
PBANKA_0834900	6	TFIIH basal transcription factor complex helicase XPD subunit, putative
PBANKA_0835800	6	U2 small nuclear ribonucleoprotein B'', putative
PBANKA_0836941	6	fam-b protein
PBANKA_0906300	6	methyltransferase, putative
PBANKA_0906800	6	conserved Plasmodium protein, unknown function
PBANKA_0912800	6	conserved Plasmodium protein, unknown function
PBANKA_0912900	6	conserved Plasmodium protein, unknown function
PBANKA_0914900	6	conserved Plasmodium protein, unknown function
PBANKA_0917000	6	conserved Plasmodium protein, unknown function
PBANKA_0917700	6	methyltransferase, putative
PBANKA_0917990	6	small nucleolar RNA snoR13
PBANKA_0918100	6	60S ribosomal protein L38, putative
PBANKA_0922800	6	small nuclear ribonucleoprotein Sm D1, putative
PBANKA_0923000	6	DNA-directed RNA polymerase, putative
PBANKA_0923500	6	ribosome biogenesis regulatory protein, putative
PBANKA_0923900	6	U6 snRNA-associated Sm-like protein LSm1, putative
PBANKA_0924400	6	13 kDa ribonucleoprotein-associated protein, putative
PBANKA_0926000	6	conserved Plasmodium protein, unknown function
PBANKA_0927100	6	conserved protein, unknown function
PBANKA_0928000	6	conserved Plasmodium protein, unknown function
PBANKA_0929100	6	acyl-CoA-binding protein, putative
PBANKA_0939400	6	prefoldin, putative
PBANKA_0940400	6	conserved Plasmodium protein, unknown function
PBANKA_0942100	6	metabolite/drug transporter, putative
PBANKA_1002200	6	6-cysteine protein P52
PBANKA_1004900	6	transcription factor, putative
PBANKA_1006700	6	U4/U6 small nuclear ribonucleoprotein PRP31, putative
PBANKA_1006800	6	protein SOF1, putative
PBANKA_1012100	6	HP12 protein homolog, putative
PBANKA_1012500	6	leucine-rich repeat protein
PBANKA_1012900	6	SNARE protein, putative
PBANKA_1013500	6	large subunit GTPase 1, putative
PBANKA_1014700	6	conserved protein, unknown function
PBANKA_1015300	6	rRNA (adenosine-2'-O-)-methyltransferase, putative
PBANKA_1015700	6	protein archease, putative
PBANKA_1018600	6	60S ribosomal protein L21, putative
PBANKA_1019000	6	conserved Plasmodium protein, unknown function
PBANKA_1019360	6	small nucleolar RNA snoR29
PBANKA_1019600	6	vacuolar protein sorting-associated protein 3, putative
PBANKA_1020900	6	ERAD-associated E3 ubiquitin-protein ligase HRD1, putative
PBANKA_1021100	6	DnaJ protein, putative
PBANKA_1021700	6	conserved Plasmodium protein, unknown function
PBANKA_1021900	6	DNA-directed RNA polymerase III subunit RPC6, putative
PBANKA_1027200	6	conserved Plasmodium protein, unknown function
PBANKA_1027500	6	DNA-directed RNA polymerases I and III subunit RPAC2, putative
PBANKA_1028500	6	conserved Plasmodium protein, unknown function
PBANKA_1028800	6	DnaJ protein, putative
PBANKA_1030700	6	conserved Plasmodium protein, unknown function
PBANKA_1037400	6	cysteine-rich small secreted protein CSS, putative
PBANKA_1104000	6	ATP-dependent helicase, putative
PBANKA_1104800	6	actin-like protein, putative
PBANKA_1105600	6	conserved Plasmodium protein, unknown function
PBANKA_1105800	6	TATA-box binding protein, putative
PBANKA_1105900	6	conserved protein, unknown function
PBANKA_1107900	6	triose phosphate transporter
PBANKA_1111900	6	CDK-activating kinase assembly factor MAT1, putative
PBANKA_1114500	6	conserved Plasmodium protein, unknown function
PBANKA_1115900	6	conserved Plasmodium protein, unknown function
PBANKA_1116100	6	conserved protein, unknown function
PBANKA_1116800	6	BFR1 domain-containing protein, putative
PBANKA_1117600	6	LMBR1 domain-containing protein, putative
PBANKA_1118200	6	conserved protein, unknown function
PBANKA_1118300	6	conserved Plasmodium protein, unknown function
PBANKA_1118900	6	F-box protein FBXO1, putative
PBANKA_1120700	6	nascent polypeptide-associated complex subunit alpha, putative
PBANKA_1123100	6	SURP domain-containing protein, putative
PBANKA_1129500	6	bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, putative
PBANKA_1130100	6	RNA polymerase II transcription factor B subunit 4, putative
PBANKA_1131200	6	60S ribosomal protein L7-2, putative
PBANKA_1142300	6	rhoptry protein RHOP148, putative
PBANKA_1201900	6	40S ribosomal protein S20e, putative
PBANKA_1203300	6	methionine--tRNA ligase, putative
PBANKA_1203450	6	conserved Plasmodium protein, unknown function
PBANKA_1203900	6	peptidase, putative
PBANKA_1212100	6	conserved Plasmodium protein, unknown function
PBANKA_1212800	6	MO15-related protein kinase
PBANKA_1216000	6	iron-sulfur assembly protein, putative
PBANKA_1220300	6	prodrug activation and resistance esterase, putative
PBANKA_1220400	6	conserved protein, unknown function
PBANKA_1222300	6	coatomer subunit epsilon, putative
PBANKA_1223200	6	coenzyme Q-binding protein COQ10 homolog, mitochondrial, putative
PBANKA_1223700	6	conserved protein, unknown function
PBANKA_1224000	6	conserved Plasmodium protein, unknown function
PBANKA_1227300	6	conserved Plasmodium protein, unknown function
PBANKA_1229100	6	pre-mRNA-splicing factor CWF7, putative
PBANKA_1230600	6	conserved oligomeric Golgi complex subunit 4, putative
PBANKA_1234100	6	protoheme IX farnesyltransferase, putative
PBANKA_1236700	6	conserved Plasmodium protein, unknown function
PBANKA_1241400	6	conserved Plasmodium protein, unknown function
PBANKA_1242600	6	proteasome maturation factor UMP1, putative
PBANKA_1311800	6	U3 small nucleolar RNA-associated protein 12, putative
PBANKA_1311900	6	conserved Plasmodium protein, unknown function
PBANKA_1312400	6	HSP20-like chaperone, putative
PBANKA_1320000	6	conserved Plasmodium protein, unknown function
PBANKA_1324900	6	U3 small nucleolar ribonucleoprotein protein IMP3, putative
PBANKA_1330100	6	60S ribosome subunit biogenesis protein NIP7, putative
PBANKA_1330800	6	DNA/RNA-binding protein KIN17, putative
PBANKA_1333500	6	conserved Plasmodium protein, unknown function
PBANKA_1337800	6	palmitoyltransferase DHHC5
PBANKA_1338300	6	60S ribosomal protein L6, putative
PBANKA_1339100	6	protein BCP1, putative
PBANKA_1339600	6	PRELI domain-containing protein, putative
PBANKA_1340800	6	conserved Plasmodium protein, unknown function
PBANKA_1341900	6	conserved Apicomplexan protein, unknown function
PBANKA_1342100	6	conserved Plasmodium protein, unknown function
PBANKA_1344900	6	conserved Plasmodium protein, unknown function
PBANKA_1345100	6	conserved Plasmodium protein, unknown function
PBANKA_1346700	6	60S ribosomal protein L23, putative
PBANKA_1347300	6	SAM-dependent RNA methyltransferase, putative
PBANKA_1347500	6	ATP-dependent RNA helicase DBP8, putative
PBANKA_1349500	6	conserved Plasmodium protein, unknown function
PBANKA_1352800	6	cytochrome c oxidase subunit ApiCOX14, putative
PBANKA_1352900	6	ribosomal protein L49, mitochondrial, putative
PBANKA_1353000	6	conserved Plasmodium protein, unknown function
PBANKA_1355800	6	DNA-directed RNA polymerases I, II, and III subunit RPABC4, putative
PBANKA_1361700	6	conserved Plasmodium protein, unknown function
PBANKA_1362200	6	cytidine and deoxycytidylate deaminase, putative
PBANKA_1362600	6	GPN-loop GTPase, putative
PBANKA_1364900	6	U3 small nucleolar RNA-associated protein 15, putative
PBANKA_1414000	6	conserved protein, unknown function
PBANKA_1420000	6	GPCR-like receptor SR25, putative
PBANKA_1421300	6	phosphoglycolate phosphatase
PBANKA_1440300	6	rRNA-processing protein, putative
PBANKA_1440400	6	small subunit rRNA processing factor, putative
PBANKA_1447100	6	CWC16 domain-containing protein, putative
PBANKA_1447600	6	nucleotidyltransferase, putative
PBANKA_1447700	6	elongation factor G, putative
PBANKA_1447800	6	conserved protein, unknown function
PBANKA_1448100	6	conserved Plasmodium protein, unknown function
PBANKA_1449200	6	protein TOC75, putative
PBANKA_1452300	6	conserved protein, unknown function
PBANKA_1456300	6	mitochondrial import inner membrane translocase subunit TIM13, putative
PBANKA_1459000	6	ankyrin-repeat protein, putative
PBANKA_1460200	6	conserved protein, unknown function
PBANKA_1460300	6	GPI mannosyltransferase 2, putative
PBANKA_1461000	6	methyltransferase, putative
PBANKA_1461100	6	pre-mRNA-splicing factor RBM22, putative
PBANKA_1461900	6	conserved Plasmodium protein, unknown function
PBANKA_1462300	6	conserved Plasmodium protein, unknown function
PBANKA_1462800	6	ribosomal RNA small subunit methyltransferase A2, putative
PBANKA_1462900	6	rRNA-processing protein FCF2, putative
